brand_final,size_oz_rounded,STORE,n_weeks,mean_q,mean_p,p_min,p_max,unit_price_std,mean_cost,mean_promo,mean_log_comp_price,revenue_total,unit_price_cv,baseline_q,baseline_rev,baseline_margin,baseline_profit,opt_price,opt_promo,opt_q,opt_rev,opt_profit,opt_hits_upper,opt_hits_lower,profit_lift_abs,profit_lift_pct,q_lift_ratio
General Mills,9.0,28,353,17.085,2.3522,1.2944,2.67,0.2669,1.9656,0.051,1.0605,13651.8501,0.1135,17.085,40.187,0.3866,6.6053,3.0705,1,16.1663,49.6387,17.8627,True,False,11.2574,170.4297,0.9462
General Mills,9.0,33,352,16.1278,2.4338,1.3005,2.77,0.2749,1.9652,0.0682,1.097,13551.75,0.113,16.1278,39.2518,0.4686,7.5578,3.1855,1,15.0796,48.036,18.402,True,False,10.8442,143.484,0.935
General Mills,9.0,44,349,44.4413,2.3642,1.3065,2.67,0.2654,1.9687,0.0516,1.0918,35197.4604,0.1123,44.4413,105.066,0.3954,17.5726,3.0705,1,42.4116,130.2247,46.7273,True,False,29.1547,165.9098,0.9543
General Mills,9.0,47,347,19.7954,2.3443,1.3252,2.67,0.2755,1.9665,0.0432,1.0572,15618.1402,0.1175,19.7954,46.4069,0.3779,7.4801,3.0705,1,18.6849,57.3721,20.629,True,False,13.1488,175.7834,0.9439
General Mills,9.0,51,342,16.8596,2.3724,1.28,2.67,0.2591,1.9741,0.0409,1.0596,12957.0301,0.1092,16.8596,39.9982,0.3983,6.7157,3.0705,1,16.2607,49.9283,17.8284,True,False,11.1126,165.472,0.9645
General Mills,9.0,52,349,30.7364,2.4191,1.2909,2.77,0.2754,1.9645,0.0544,1.1143,24565.3498,0.1138,30.7364,74.355,0.4546,13.9736,3.1855,1,28.6072,91.1284,34.9297,True,False,20.9561,149.9692,0.9307
General Mills,9.0,54,333,19.4955,2.3638,1.28,2.67,0.2785,1.9638,0.045,1.0784,14448.9602,0.1178,19.4955,46.0837,0.4,7.7984,3.0705,1,18.6524,57.2723,20.6425,True,False,12.8442,164.7029,0.9568
General Mills,9.0,67,340,17.3206,2.3814,1.28,2.67,0.2597,1.9799,0.0441,1.0646,13435.3802,0.1091,17.3206,41.248,0.4015,6.9546,3.0705,1,16.7923,51.5607,18.3134,True,False,11.3587,163.3263,0.9695
General Mills,9.0,68,349,24.3868,2.4356,1.2849,2.77,0.2758,1.9665,0.0573,1.0779,20191.06,0.1133,24.3868,59.3973,0.4691,11.4406,3.1855,1,22.9378,73.0683,27.9611,True,False,16.5205,144.403,0.9406
General Mills,9.0,71,353,25.3683,2.3946,1.286,2.67,0.2484,1.9646,0.0567,1.0592,20605.9501,0.1037,25.3683,60.7478,0.43,10.9087,3.0705,1,24.6978,75.8347,27.3127,True,False,16.4041,150.3763,0.9736
General Mills,9.0,72,338,17.6657,2.4373,1.3017,2.77,0.2751,1.9585,0.0533,1.0871,13730.9399,0.1129,17.6657,43.0565,0.4788,8.4583,3.1855,1,16.6644,53.0845,20.4473,True,False,11.989,141.7427,0.9433
General Mills,9.0,74,352,24.0199,2.359,1.2917,2.67,0.2711,1.9636,0.0455,1.0466,18687.7003,0.1149,24.0199,56.6633,0.3954,9.4985,3.0705,1,22.8966,70.304,25.3449,True,False,15.8464,166.8302,0.9532
General Mills,9.0,76,354,38.5537,2.3499,1.29,2.77,0.2821,1.9664,0.0508,1.0396,31155.1001,0.1201,38.5537,90.5964,0.3835,14.7834,3.1855,1,34.1796,108.8792,41.6674,True,False,26.884,181.8521,0.8865
General Mills,9.0,81,351,27.7607,2.3795,1.326,2.67,0.281,1.965,0.0513,1.0804,22075.5303,0.1181,27.7607,66.0578,0.4145,11.5068,3.0705,1,26.7949,82.2736,29.6205,True,False,18.1137,157.4166,0.9652
General Mills,9.0,86,355,32.9549,2.3883,1.3361,2.77,0.2883,1.965,0.0479,1.0568,25359.5301,0.1207,32.9549,78.7053,0.4233,13.9491,3.1855,1,30.0836,95.8313,36.7172,True,False,22.7682,163.2237,0.9129
General Mills,9.0,88,352,19.821,2.3527,1.28,2.67,0.2684,1.9659,0.0483,1.0593,15754.2301,0.1141,19.821,46.6322,0.3868,7.667,3.0705,1,18.7835,57.6748,20.7491,True,False,13.0822,170.6303,0.9477
General Mills,9.0,89,347,28.9568,2.3754,1.2832,2.67,0.2709,1.9718,0.0519,1.0246,22783.1803,0.114,28.9568,68.7828,0.4035,11.6846,3.0705,1,27.8574,85.5363,30.6058,True,False,18.9212,161.9329,0.962
General Mills,9.0,90,351,20.1624,2.4291,1.2866,2.77,0.3029,1.9676,0.0456,1.0515,16475.1001,0.1247,20.1624,48.9774,0.4615,9.3055,3.1855,1,18.9719,60.4351,23.1055,True,False,13.8,148.3,0.941
General Mills,9.0,91,353,18.0538,2.3596,1.28,2.67,0.2771,1.96,0.0453,1.044,14086.2401,0.1174,18.0538,42.5989,0.3996,7.2136,3.0705,1,17.2172,52.8656,19.1199,True,False,11.9063,165.0549,0.9537
General Mills,9.0,94,347,24.487,2.3545,1.28,2.67,0.2647,1.9727,0.0403,1.0766,18868.7402,0.1124,24.487,57.6548,0.3818,9.3481,3.0705,1,23.3156,71.5906,25.5948,True,False,16.2467,173.7976,0.9522
General Mills,9.0,98,350,28.5,2.3416,1.2854,2.67,0.2688,1.9661,0.0543,1.0457,22248.9403,0.1148,28.5,66.7366,0.3755,10.7025,3.0705,1,26.7214,82.048,29.5109,True,False,18.8084,175.7391,0.9376
General Mills,9.0,100,346,46.896,2.4167,1.283,2.77,0.2715,1.9669,0.052,1.0742,36983.9097,0.1123,46.896,113.3338,0.4498,21.0927,3.1855,1,43.6173,138.9429,53.1507,True,False,32.058,151.9865,0.9301
General Mills,9.0,101,341,32.8944,2.3428,1.2885,2.67,0.2814,1.9629,0.0557,1.06,24706.6003,0.1201,32.8944,77.0657,0.3799,12.497,3.0705,1,30.8497,94.7239,34.1689,True,False,21.6719,173.4173,0.9378
General Mills,9.0,102,348,46.75,2.3582,1.2927,2.67,0.267,1.9702,0.0489,1.049,35995.8204,0.1132,46.75,110.2454,0.3879,18.1365,3.0705,1,44.4723,136.5523,48.931,True,False,30.7944,169.7924,0.9513
General Mills,9.0,103,354,34.8305,2.3576,1.2891,2.67,0.2781,1.9666,0.048,1.0549,27266.4702,0.1179,34.8305,82.1162,0.391,13.6194,3.0705,1,33.1308,101.728,36.5739,True,False,22.9545,168.5427,0.9512
General Mills,9.0,104,346,33.6358,2.3707,1.2882,2.71,0.296,1.9703,0.0462,1.0887,25465.05,0.1249,33.6358,79.7393,0.4004,13.4682,3.1165,1,31.5061,98.1889,36.1138,True,False,22.6457,168.142,0.9367
General Mills,9.0,105,351,30.6296,2.346,1.28,2.67,0.273,1.9684,0.0484,1.0533,23683.2602,0.1164,30.6296,71.8567,0.3776,11.5652,3.0705,1,28.8825,88.6837,31.8312,True,False,20.2661,175.2333,0.943
General Mills,9.0,106,343,22.2682,2.3557,1.2804,2.67,0.2885,1.9658,0.0466,1.0589,16366.67,0.1225,22.2682,52.4562,0.3899,8.6815,3.0705,1,21.1639,64.9836,23.3798,True,False,14.6984,169.3067,0.9504
General Mills,9.0,107,347,31.8905,2.38,1.318,2.67,0.2723,1.9688,0.0461,1.0814,25122.7502,0.1144,31.8905,75.9008,0.4113,13.1163,3.0705,1,30.8602,94.7563,34.0002,True,False,20.8838,159.2199,0.9677
General Mills,9.0,110,350,30.9686,2.347,1.28,2.67,0.2738,1.9673,0.0457,1.0598,23535.6703,0.1167,30.9686,72.6831,0.3797,11.7599,3.0705,1,29.2577,89.8359,32.2783,True,False,20.5184,174.4774,0.9448
General Mills,9.0,112,349,43.8453,2.3423,1.2869,2.67,0.2719,1.9662,0.0401,1.0987,33717.4604,0.1161,43.8453,102.6995,0.3761,16.4913,3.0705,1,41.3793,127.055,45.6955,True,False,29.2042,177.0882,0.9438
General Mills,9.0,113,353,23.0368,2.3719,1.2885,2.67,0.2687,1.9666,0.0453,1.0684,18144.2301,0.1133,23.0368,54.6401,0.4053,9.3359,3.0705,1,22.1677,68.066,24.471,True,False,15.135,162.1158,0.9623
General Mills,9.0,114,354,42.9266,2.3627,1.28,2.77,0.2739,1.9691,0.0537,1.0532,34036.1902,0.1159,42.9266,101.4209,0.3936,16.894,3.1855,1,38.3684,122.2227,46.6712,True,False,29.7772,176.2587,0.8938
General Mills,9.0,115,353,38.1303,2.3701,1.28,2.67,0.2738,1.9664,0.0482,1.1002,30129.9404,0.1155,38.1303,90.3738,0.4037,15.3951,3.0705,1,36.6012,112.3841,40.4121,True,False,25.0171,162.5005,0.9599
General Mills,9.0,116,350,24.6657,2.3419,1.2928,2.67,0.2715,1.9673,0.0429,1.0662,19217.4302,0.1159,24.6657,57.7651,0.3746,9.2399,3.0705,1,23.2444,71.3719,25.6429,True,False,16.403,177.5242,0.9424
General Mills,9.0,121,353,30.8839,2.3434,1.2909,2.67,0.2713,1.9655,0.0425,1.0864,24435.8402,0.1158,30.8839,72.373,0.3779,11.6705,3.0705,1,29.1404,89.4757,32.1999,True,False,20.5294,175.9075,0.9435
General Mills,9.0,123,347,40.8357,2.4395,1.283,2.77,0.2779,1.9752,0.0605,1.0799,33280.9598,0.1139,40.8357,99.6175,0.4643,18.9605,3.1855,1,38.4611,122.518,46.5511,True,False,27.5907,145.5167,0.9419
General Mills,9.0,124,340,45.1765,2.4341,1.29,2.77,0.267,1.9771,0.0588,1.0927,35644.6099,0.1097,45.1765,109.9626,0.457,20.6437,3.1855,1,42.4175,135.121,51.2569,True,False,30.6132,148.2928,0.9389
General Mills,9.0,126,347,37.634,2.3704,1.2915,2.67,0.2698,1.969,0.0375,1.0913,29591.3202,0.1138,37.634,89.2087,0.4014,15.1066,3.0705,1,36.298,111.4531,39.9816,True,False,24.875,164.6627,0.9645
General Mills,9.0,129,329,37.4772,2.3991,1.28,2.67,0.2538,1.9885,0.0517,1.1061,27839.7102,0.1058,37.4772,89.9104,0.4105,15.3861,3.0705,1,36.6815,112.6304,39.6886,True,False,24.3024,157.95,0.9788
General Mills,9.0,131,346,32.9769,2.348,1.28,2.67,0.2705,1.9702,0.052,1.0719,25304.8702,0.1152,32.9769,77.4296,0.3778,12.4589,3.0705,1,31.0942,95.4748,34.2133,True,False,21.7544,174.6087,0.9429
General Mills,9.0,132,344,39.686,2.3516,1.2974,2.67,0.2699,1.97,0.0407,1.0618,30600.2304,0.1148,39.686,93.3268,0.3816,15.1442,3.0705,1,37.7022,115.7646,41.4902,True,False,26.346,173.9677,0.95
General Mills,9.0,134,290,23.0966,2.4261,1.2893,2.67,0.2707,2.0167,0.0552,1.0962,14987.84,0.1116,23.0966,56.0335,0.4094,9.4551,3.0705,1,23.0128,70.6608,24.2513,True,False,14.7963,156.4902,0.9964
General Mills,10.0,8,357,95.2241,2.5422,1.4239,3.25,0.29,2.1194,0.0476,1.0543,82299.9302,0.1141,95.2241,242.0744,0.4228,40.2572,3.7375,1,73.4775,274.622,118.8945,True,False,78.6373,195.3373,0.7716
General Mills,10.0,9,350,48.9143,2.4855,1.3379,3.27,0.2477,2.1628,0.0543,1.0714,41391.9196,0.0997,48.9143,121.5778,0.3227,15.7861,3.7605,1,35.8181,134.6938,57.2266,True,False,41.4405,262.5132,0.7323
General Mills,10.0,14,356,70.0983,2.5025,1.301,3.39,0.2135,2.1387,0.0478,1.1133,60708.37,0.0853,70.0983,175.4185,0.3638,25.5025,3.8985,1,48.9373,190.7821,86.1222,True,False,60.6197,237.7007,0.6981
General Mills,10.0,18,350,90.5886,2.4662,1.348,3.27,0.2471,2.1411,0.0371,1.045,75244.3105,0.1002,90.5886,223.4074,0.3251,29.4473,3.7605,1,65.9256,247.9131,106.7592,True,False,77.3119,262.5435,0.7277
General Mills,10.0,21,358,58.5223,2.4561,1.3978,3.27,0.2719,2.1445,0.0419,1.0433,49364.6596,0.1107,58.5223,143.7392,0.3116,18.2377,3.7605,1,42.2048,158.711,68.2027,True,False,49.965,273.9653,0.7212
General Mills,10.0,32,350,85.4343,2.5301,1.2744,3.39,0.2266,2.1508,0.06,1.1139,73471.9597,0.0896,85.4343,216.1541,0.3793,32.4019,3.8985,1,60.4677,235.7333,105.6793,True,False,73.2774,226.1516,0.7078
General Mills,10.0,44,354,95.5169,2.4635,1.3705,3.27,0.2233,2.1253,0.0537,1.0923,81328.5202,0.0906,95.5169,235.3073,0.3382,32.3079,3.7605,1,68.8947,259.0786,112.6587,True,False,80.3507,248.7028,0.7213
General Mills,10.0,45,269,61.29,2.4495,1.3532,3.09,0.2566,2.1212,0.0372,1.0502,40133.9198,0.1048,61.29,150.1325,0.3283,20.1238,3.5535,1,48.6147,172.7524,69.6305,True,False,49.5067,246.0101,0.7932
General Mills,10.0,47,353,54.2436,2.5311,1.4233,3.15,0.2852,2.1406,0.0425,1.0569,47041.1502,0.1127,54.2436,137.2944,0.3905,21.1822,3.6225,1,43.9416,159.1786,65.1184,True,False,43.9363,207.4212,0.8101
General Mills,10.0,48,313,38.4217,2.4789,1.4964,3.15,0.3148,2.1027,0.0415,1.0743,28621.1902,0.127,38.4217,95.2449,0.3762,14.455,3.6225,1,30.0377,108.8115,45.6508,True,False,31.1958,215.8124,0.7818
General Mills,10.0,49,267,42.0262,2.4579,1.4106,3.25,0.2952,2.0485,0.03,1.0629,26413.07,0.1201,42.0262,103.297,0.4095,17.2077,3.7375,1,30.8261,115.2124,52.0663,True,False,34.8586,202.5756,0.7335
General Mills,10.0,51,321,49.0218,2.4561,1.4347,3.27,0.191,2.1574,0.0312,1.0702,37529.9798,0.0778,49.0218,120.4007,0.2986,14.6393,3.7605,1,35.5139,133.5499,56.931,True,False,42.2917,288.8922,0.7245
General Mills,10.0,52,355,75.2169,2.4851,1.2827,3.39,0.1974,2.1411,0.062,1.1143,64750.4199,0.0794,75.2169,186.9236,0.344,25.8745,3.8985,1,51.5699,201.0452,90.6274,True,False,64.7529,250.2574,0.6856
General Mills,10.0,54,359,49.468,2.4896,1.379,3.27,0.2496,2.1346,0.0418,1.0775,42852.1203,0.1003,49.468,123.1565,0.355,17.5629,3.7605,1,36.5211,137.3375,59.3801,True,False,41.8172,238.1006,0.7383
General Mills,10.0,56,358,54.2095,2.4523,1.3947,3.27,0.2361,2.1253,0.0363,1.0629,46216.3002,0.0963,54.2095,132.9371,0.327,17.7278,3.7605,1,39.0815,146.9661,63.9076,True,False,46.1799,260.4946,0.7209
General Mills,10.0,62,356,70.3343,2.5437,1.3729,3.39,0.2463,2.1255,0.0309,1.1386,62777.1707,0.0968,70.3343,178.9087,0.4182,29.4108,3.8985,1,50.8727,198.3272,90.1955,True,False,60.7847,206.6751,0.7233
General Mills,10.0,67,342,49.3918,2.5119,1.3157,3.27,0.2318,2.1593,0.0322,1.0651,41016.5899,0.0923,49.3918,124.0688,0.3526,17.4159,3.7605,1,37.1836,139.8288,59.5374,True,False,42.1215,241.857,0.7528
